"","g_Prevotella","g_Faecalibacterium","g_Bacteroides","f_Lachnospiraceae_g_unclassified","g_Succinivibrio","g_Alloprevotella","f_Ruminococcaceae_g_unclassified","g_Blautia","g_Parabacteroides","g_Lachnospira","g_Anaerostipes","f_Lachnospiraceae_g_Incertae_Sedis","f_Erysipelotrichaceae_g_Incertae_Sedis","g_RC9_gut_group","g_Dorea","g_Alistipes","g_Subdoligranulum","g_Phascolarctobacterium","g_Barnesiella","k_Bacteria_g_unclassified","g_Coprococcus","g_Catenibacterium","g_Roseburia","g_Dialister","g_Clostridium_sensu_stricto_1","f_Peptostreptococcaceae_g_Incertae_Sedis","g_Ruminococcus","g_Megasphaera","g_Odoribacter","g_Mitsuokella","g_Paraprevotella","f_Ruminococcaceae_g_Incertae_Sedis","o_Bacteroidales_g_unclassified","g_Victivallis","g_Sutterella","g_Bifidobacterium","f_Rikenellaceae_g_unclassified","g_Escherichia.Shigella","f_vadinBB60_g_unclassified","g_Anaerovibrio","g_Elusimicrobium","g_Streptococcus","g_Anaerotruncus","g_Desulfovibrio","g_Oribacterium","f_Christensenellaceae_g_unclassified","g_Intestinimonas","g_Brachyspira","g_Thalassospira","f_Erysipelotrichaceae_g_unclassified","g_Anaeroplasma","f_Defluviitaleaceae_g_Incertae_Sedis","c_Alphaproteobacteria_g_unclassified","g_Butyricimonas","f_Porphyromonadaceae_g_unclassified","g_Acidaminococcus","g_Collinsella","g_Solobacterium","o_Clostridiales_g_unclassified","o_NB1.n_g_unclassified"
"Sample_032",0.000516297504720737,0.00258148752360369,0.298678106480946,0.180962275404618,8.41532884515795e-05,0.000258148752360368,0.0123911401132977,0.0838983445171197,0.149468127616653,0.0666023781089751,0.0108422475991355,0.0601486592999659,8.41532884515795e-05,8.41532884515795e-05,0.00697001631372995,0.0252985777313161,0.000258148752360368,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05,0.00748631381845069,8.41532884515795e-05,0.0273637677501991,8.41532884515795e-05,8.41532884515795e-05,0.000516297504720737,8.41532884515795e-05,8.41532884515795e-05,0.0333011890544875,0.000258148752360368,8.41532884515795e-05,8.41532884515795e-05,0.000258148752360368,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05,0.00103259500944147,8.41532884515795e-05,0.00387223128540553,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05,0.0227170902077124,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05,0.00129074376180184,8.41532884515795e-05,8.41532884515795e-05,8.41532884515795e-05
"Sample_035",0.549924990326685,0.0739579547576501,0.00366128488899258,0.048328960534702,0.00263612512007466,0.0248967372451495,0.0234322232895525,0.00439354186679109,4.76330060090869e-05,0.00761547256910456,4.76330060090869e-05,0.00600450721794783,0.00205031953783584,0.00732256977798516,0.00366128488899258,0.000146451395559703,0.00307547930675377,0.00307547930675377,4.76330060090869e-05,0.00248967372451495,0.0490612175125006,0.00161096535115673,0.00205031953783584,0.00556515303126872,0.011862563040336,0.00776192396466427,0.00951934071138071,0.00263612512007466,4.76330060090869e-05,0.00336838209787317,4.76330060090869e-05,0.000146451395559703,0.00702966698686575,4.76330060090869e-05,0.000878708373358219,0.000732256977798516,0.000439354186679109,0.113206928767651,0.00380773628455228,0.00234322232895525,4.76330060090869e-05,0.00278257651563436,0.000146451395559703,0.000732256977798516,0.00351483349343288,0.000585805582238813,0.000146451395559703,4.76330060090869e-05,4.76330060090869e-05,0.00161096535115673,4.76330060090869e-05,4.76330060090869e-05,4.76330060090869e-05,4.76330060090869e-05,4.76330060090869e-05,0.000292902791119406,0.000292902791119406,0.000439354186679109,4.76330060090869e-05,4.76330060090869e-05
"Sample_036",0.0938771824621492,0.112652618954579,0.202561009963044,0.085176370429072,4.96789972485478e-05,4.96789972485478e-05,0.129443659720167,0.05815805937899,0.0372455813345763,0.0288500609517824,0.00885345785821895,0.0203018947438469,4.96789972485478e-05,4.96789972485478e-05,0.015569874164454,0.0709803086908933,0.0141960617381787,4.96789972485478e-05,0.0134328326124701,4.96789972485478e-05,0.0172489782410128,4.96789972485478e-05,0.000915874950850236,0.0100746244593526,4.96789972485478e-05,0.00381614562854265,0.0201492489187052,4.96789972485478e-05,0.00839552038279383,4.96789972485478e-05,4.96789972485478e-05,0.000610583300566824,4.96789972485478e-05,4.96789972485478e-05,0.00641112465595165,0.012974895137045,4.96789972485478e-05,0.000457937475425118,4.96789972485478e-05,4.96789972485478e-05,0.000152645825141706,0.00717435378166018,4.96789972485478e-05,4.96789972485478e-05,4.96789972485478e-05,0.002594979027409,4.96789972485478e-05,4.96789972485478e-05,4.96789972485478e-05,0.000915874950850236,4.96789972485478e-05,0.00076322912570853,4.96789972485478e-05,0.0050373122296763,0.000152645825141706,4.96789972485478e-05,0.00946404115878577,4.96789972485478e-05,4.96789972485478e-05,4.96789972485478e-05
"Sample_037",0.0321847923820218,0.170981709529491,0.367826198651678,0.0364952556474712,4.67491369390104e-05,0.000143682108848312,0.0304606070758421,0.0396562620421341,0.0514381949676956,0.0238512300688198,0.0170981709529491,0.0196844489122187,0.000718410544241559,4.67491369390104e-05,0.0073277875512639,0.0553176119066,0.0024425958504213,4.67491369390104e-05,0.000143682108848312,4.67491369390104e-05,0.0073277875512639,4.67491369390104e-05,0.000718410544241559,4.67491369390104e-05,4.67491369390104e-05,0.000431046326544935,0.0123566613609548,4.67491369390104e-05,0.00962670129283689,4.67491369390104e-05,0.0163797604087076,0.000431046326544935,0.020259177347612,4.67491369390104e-05,0.0392252157155891,0.00229891374157299,4.67491369390104e-05,0.000143682108848312,4.67491369390104e-05,4.67491369390104e-05,4.67491369390104e-05,0.0120692971432582,4.67491369390104e-05,4.67491369390104e-05,4.67491369390104e-05,0.00474150959199429,0.000862092653089871,4.67491369390104e-05,4.67491369390104e-05,0.00186786741502805,4.67491369390104e-05,0.0024425958504213,4.67491369390104e-05,0.00660937700702234,0.00272996006811792,0.00215523163272468,0.000431046326544935,4.67491369390104e-05,4.67491369390104e-05,4.67491369390104e-05
"Sample_038",0.000139221749792039,0.108871408337374,0.450382360577245,0.050398273424718,4.53024811820463e-05,4.53024811820463e-05,0.0054296482418895,0.0416273031878195,0.0342485504488415,0.00584731349126562,0.0393997551911469,0.0243638062136068,4.53024811820463e-05,4.53024811820463e-05,0.00403743074396912,0.0285404587073679,0.00556886999168154,4.53024811820463e-05,0.00250599149625669,0.0661303311512183,0.00139221749792039,4.53024811820463e-05,0.00139221749792039,4.53024811820463e-05,0.0116946269825312,0.0277051282086157,0.00445509599334523,4.53024811820463e-05,0.00111377399833631,4.53024811820463e-05,4.53024811820463e-05,0.000139221749792039,4.53024811820463e-05,4.53024811820463e-05,0.0112769617331551,0.0534611519201428,4.53024811820463e-05,0.000278443499584077,4.53024811820463e-05,4.53024811820463e-05,4.53024811820463e-05,0.00556886999168154,4.53024811820463e-05,0.003619765494593,4.53024811820463e-05,4.53024811820463e-05,4.53024811820463e-05,4.53024811820463e-05,4.53024811820463e-05,0.00375898724438504,4.53024811820463e-05,0.000139221749792039,4.53024811820463e-05,0.00153143924771242,0.000278443499584077,4.53024811820463e-05,0.00250599149625669,4.53024811820463e-05,0.00097455224854427,4.53024811820463e-05
"Sample_039",0.584481178193683,0.0372236270659279,0.00969218968886425,0.0294979686182825,4.57038391224863e-05,0.0325882319973407,0.0160131829642105,0.0251435065841551,0.000983265620609417,0.00323072989628808,0.00154513168952908,0.0264077052392243,0.00351166293074792,0.00140466517229917,0.0165750490331302,4.57038391224863e-05,0.00393306248243767,0.0261267722047645,4.57038391224863e-05,4.57038391224863e-05,0.0058995937236565,0.0248625735496953,0.0119396539645429,4.57038391224863e-05,4.57038391224863e-05,0.0110968548611634,0.00519726113750692,0.045511151582493,0.000280933034459833,0.0436850868585041,0.0008427991033795,4.57038391224863e-05,0.00238793079290858,4.57038391224863e-05,0.0115182544128532,0.00140466517229917,4.57038391224863e-05,0.000140466517229917,4.57038391224863e-05,4.57038391224863e-05,4.57038391224863e-05,0.00800659148210525,4.57038391224863e-05,4.57038391224863e-05,4.57038391224863e-05,0.000140466517229917,0.00042139955168975,4.57038391224863e-05,4.57038391224863e-05,0.00042139955168975,4.57038391224863e-05,4.57038391224863e-05,4.57038391224863e-05,4.57038391224863e-05,4.57038391224863e-05,0.00112373213783933,0.00561866068919667,4.57038391224863e-05,4.57038391224863e-05,4.57038391224863e-05
"Sample_040",0.212824299107197,0.0755075221322239,0.243728926528572,0.0527884446765105,5.43569158722194e-05,0.0484450916335065,0.0419300620690004,0.04644046715212,0.0324080957824147,0.0177075162522472,0.00751734180519928,0.0487791957137376,0.0245566498969843,0.00016705204011554,0.00100231224069324,0.00484450916335065,5.43569158722194e-05,5.43569158722194e-05,0.0150346836103986,0.000334104080231079,0.0190439325731715,0.000835260200577698,0.00317398876219525,0.0131971111691276,0.00016705204011554,0.00016705204011554,0.0400924896277295,5.43569158722194e-05,0.0136982672894742,0.00517861324358173,5.43569158722194e-05,0.00517861324358173,0.000334104080231079,5.43569158722194e-05,5.43569158722194e-05,5.43569158722194e-05,5.43569158722194e-05,0.000334104080231079,5.43569158722194e-05,5.43569158722194e-05,5.43569158722194e-05,0.000334104080231079,5.43569158722194e-05,0.00267283264184863,5.43569158722194e-05,0.000835260200577698,0.00250578060173309,5.43569158722194e-05,5.43569158722194e-05,0.00350809284242633,5.43569158722194e-05,5.43569158722194e-05,5.43569158722194e-05,0.00100231224069324,0.00417630100288849,5.43569158722194e-05,0.00116936428080878,5.43569158722194e-05,0.0071832377249682,5.43569158722194e-05
"Sample_041",0.00132056173679483,0.000660280868397414,0.835255298522728,0.0419278351432358,5.37634408602151e-05,0.000330140434198707,0.0165070217099353,0.016837162144134,0.0132056173679483,5.37634408602151e-05,0.00181577238809289,0.014030968453445,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,0.0156816706244386,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,0.000165070217099353,0.00132056173679483,5.37634408602151e-05,5.37634408602151e-05,0.0046219660787819,0.000165070217099353,5.37634408602151e-05,0.0070980193352722,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,0.0137008280192463,0.00297126390778836,5.37634408602151e-05,0.00330140434198707,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,0.00693294911817284,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05,5.37634408602151e-05
"Sample_042",0.123718704421206,0.0953699151962141,0.0827522460035878,0.0783278684944851,0.0335924959024465,0.0255630700525935,0.0581723709530172,0.0204832292088089,0.0363782150748446,0.0216302900445022,0.00229412167138659,0.0176975100364109,0.0163865833670471,5.32961626762873e-05,0.0149117908640129,0.0181891075374223,0.00376891417442083,0.0232689483812069,0.00360504834075036,0.113231291066295,0.0381807392452197,0.00737396251517119,0.00835715751719402,5.32961626762873e-05,5.32961626762873e-05,0.00376891417442083,0.0193361683731156,0.000163865833670471,0.00655463334681884,0.00180252417037518,0.000163865833670471,0.0124538033589558,0.00442437750910272,0.00540757251112554,0.0352311542391513,0.000327731667340942,5.32961626762873e-05,0.00131092666936377,0.0229412167138659,5.32961626762873e-05,5.32961626762873e-05,0.00196639000404565,0.00671849918048931,0.00147479250303424,5.32961626762873e-05,0.00163865833670471,5.32961626762873e-05,5.32961626762873e-05,5.32961626762873e-05,0.000491597501011413,0.0039327800080913,0.000655463334681884,5.32961626762873e-05,0.00147479250303424,5.32961626762873e-05,5.32961626762873e-05,0.00147479250303424,5.32961626762873e-05,0.0160588516997062,0.0062269016794779
"Sample_043",0.39421670051196,0.0707232618858666,0.0506413480170403,0.0406003910826271,0.0404548699676356,0.0681038818160197,0.0261938006984691,0.0232833783986392,0.0189177449488944,0.00480219679471934,0.00174625337989794,0.0331788142180609,0.0122237736592856,0.00029104222998299,0.0128058581192516,0.00101864780494047,0.0362347576328823,0.0433652922674655,4.73346926886105e-05,0.00101864780494047,0.00349250675979588,0.0087312668994897,0.00654845017461728,4.73346926886105e-05,0.000145521114991495,0.000727605574957475,0.00523876013969382,0.00902230912947269,0.00130969003492346,4.73346926886105e-05,0.0162983648790474,0.00160073226490645,0.0235744206286222,4.73346926886105e-05,0.0276490118483841,0.00160073226490645,4.73346926886105e-05,4.73346926886105e-05,0.00101864780494047,4.73346926886105e-05,0.00029104222998299,4.73346926886105e-05,4.73346926886105e-05,0.00145521114991495,4.73346926886105e-05,4.73346926886105e-05,0.00116416891993196,4.73346926886105e-05,4.73346926886105e-05,0.00029104222998299,0.00611188682964279,0.00087312668994897,4.73346926886105e-05,0.00029104222998299,4.73346926886105e-05,4.73346926886105e-05,0.00116416891993196,4.73346926886105e-05,0.000727605574957475,4.73346926886105e-05
"Sample_044",0.0825220286342486,0.0578158408354002,0.0319331679032734,0.0880683156911329,0.199162126133573,0.0141178215993419,0.0927742562242469,0.0134455443803256,0.0136136136850797,0.0114287127232768,0.00268910887606513,0.00571435636163839,0.00352945539983548,0.0225212868370454,0.000336138609508141,0.00436980192360583,0.014285890904096,0.00789925732344131,0.00117648513327849,0.0636982665017927,0.00369752470458955,0.0152943067326204,0.00991608898049015,0.0485720290739263,0.00134455443803256,0.000672277219016282,0.00319331679032734,0.0184876235229477,0.00016806930475407,0.00117648513327849,0.00319331679032734,0.0100841582852442,0.00184876235229477,5.46494030603666e-05,0.0126051978565553,0.00151262374278663,5.46494030603666e-05,5.46494030603666e-05,0.0504207914262211,5.46494030603666e-05,0.000672277219016282,0.000504207914262211,0.0226893561417995,0.00487400983786804,5.46494030603666e-05,0.00487400983786804,0.00016806930475407,0.00100841582852442,5.46494030603666e-05,0.0016806930475407,0.00184876235229477,0.000504207914262211,5.46494030603666e-05,0.00100841582852442,5.46494030603666e-05,5.46494030603666e-05,0.00134455443803256,0.00218490096180292,0.0273952966749135,0.0154623760373745
"Sample_045",0.203281671599407,0.0317379659015468,0.0680779368588179,0.0977529349767642,0.047130879363797,0.0320553455605623,0.100291972248888,0.0160276727802811,0.00349117624917015,0.022692645619606,0.00222165761310828,0.0199949185179745,0.0128538761901265,0.0180906405638817,0.0103148389180027,0.000952138977046405,0.0155516032917579,0.000158689829507734,5.1595491347833e-05,0.0636346216326014,0.00682366266883257,0.012536496531111,0.00190427795409281,0.0119017372130801,0.00333248641966242,5.1595491347833e-05,0.00222165761310828,0.00539545420326296,5.1595491347833e-05,0.00126951863606187,0.000158689829507734,0.000158689829507734,0.0249143032327143,0.0161863626097889,0.0114256677245569,0.000793449147538671,0.000158689829507734,0.00476069488523202,0.0384029387408717,0.00269772710163148,0.0342770031736706,5.1595491347833e-05,0.00142820846556961,0.00285641693113921,0.00142820846556961,0.00222165761310828,0.000634759318030937,0.00174558812458508,5.1595491347833e-05,0.00476069488523202,5.1595491347833e-05,5.1595491347833e-05,0.017297191416343,0.00190427795409281,5.1595491347833e-05,0.00190427795409281,0.000793449147538671,0.00253903727212375,0.0109495982360337,0.00349117624917015
"Sample_046",0.564084908357186,0.0306551787949429,0.00325803832603258,0.0377636260517413,0.00932983702454784,0.0139207092112301,0.0583485045662198,0.0192520446538289,0.000740463255916495,0.00177711181419959,0.00222138976774949,0.0296185302366598,0.0211772491192118,0.00725653990798165,0.0133283386064969,4.81695568400771e-05,0.00399850158194907,0.000592370604733196,4.81695568400771e-05,0.00118474120946639,0.00740463255916495,0.0265085845618105,0.000888555907099794,0.0198444152585621,0.000296185302366598,0.0407254790754072,0.0100703002804643,0.0146611724671466,4.81695568400771e-05,0.0151054504206965,4.81695568400771e-05,0.00118474120946639,0.00266566772129938,0.000148092651183299,0.00696035460561506,0.000592370604733196,4.81695568400771e-05,4.81695568400771e-05,0.0106626708851975,0.0108107635363808,4.81695568400771e-05,0.000296185302366598,0.00133283386064969,0.00325803832603258,0.000148092651183299,0.00266566772129938,0.00148092651183299,4.81695568400771e-05,4.81695568400771e-05,4.81695568400771e-05,4.81695568400771e-05,4.81695568400771e-05,4.81695568400771e-05,4.81695568400771e-05,4.81695568400771e-05,0.000148092651183299,0.00222138976774949,0.000592370604733196,4.81695568400771e-05,4.81695568400771e-05
"Sample_047",0.532324081429355,0.0426786468973843,0.00163624205357384,0.0294523569643291,4.43443853185974e-05,0.0477237265625702,0.0324521340625478,0.0265889333705749,0.000409060513393459,0.000681767522322432,0.00368154462054113,0.0178623090848477,0.00259071658482524,0.0253617518303945,0.0144534714732356,0.000136353504464486,0.00777214975447573,0.000545414017857946,4.43443853185974e-05,0.000409060513393459,0.00613590770090189,0.0409060513393459,0.00163624205357384,0.0129535829241262,4.43443853185974e-05,0.00422695863839908,0.00668132171875984,0.0531778667411497,4.43443853185974e-05,0.0253617518303945,0.000954474531251405,0.0020453025669673,0.00327248410714767,0.000681767522322432,0.00218165607143178,0.0080448567634047,0.000545414017857946,4.43443853185974e-05,0.00518143316965048,0.0215438537053889,4.43443853185974e-05,0.00190894906250281,4.43443853185974e-05,0.000136353504464486,0.00245436308036076,0.000272707008928973,0.000954474531251405,4.43443853185974e-05,4.43443853185974e-05,0.00149988854910935,4.43443853185974e-05,0.000409060513393459,4.43443853185974e-05,4.43443853185974e-05,4.43443853185974e-05,0.00109082803571589,0.00149988854910935,0.00681767522322432,4.43443853185974e-05,4.43443853185974e-05
"Sample_048",0.000770701976035306,0.0947963430523427,0.313483028752361,0.137377627228293,6.27534273025681e-05,6.27534273025681e-05,0.0181114964368297,0.0926769126182456,0.0416179067059065,0.00867039723039719,0.0131019335926002,0.0159920660027326,6.27534273025681e-05,6.27534273025681e-05,0.0115605296405296,0.0462421185621184,0.0186895229188562,6.27534273025681e-05,0.0805383564956895,6.27534273025681e-05,0.0117532051345384,6.27534273025681e-05,0.00192675494008827,6.27534273025681e-05,6.27534273025681e-05,0.0028901324101324,0.0206162778589444,6.27534273025681e-05,0.0196529003889003,6.27534273025681e-05,6.27534273025681e-05,0.0119458806285472,6.27534273025681e-05,6.27534273025681e-05,0.0194602248948915,0.0028901324101324,6.27534273025681e-05,6.27534273025681e-05,6.27534273025681e-05,6.27534273025681e-05,6.27534273025681e-05,0.00134872845806179,6.27534273025681e-05,6.27534273025681e-05,6.27534273025681e-05,0.000385350988017653,6.27534273025681e-05,6.27534273025681e-05,6.27534273025681e-05,0.00269745691612357,6.27534273025681e-05,6.27534273025681e-05,6.27534273025681e-05,6.27534273025681e-05,6.27534273025681e-05,6.27534273025681e-05,6.27534273025681e-05,6.27534273025681e-05,0.00867039723039719,6.27534273025681e-05
"Sample_049",5.4982236508205e-05,0.094951514057516,0.328275430273583,0.0660605729474889,0.000168952871988463,5.4982236508205e-05,0.0344663858856464,0.0337905743976925,0.0557544477561927,0.0180779573027655,0.0128404182711232,0.0217949204865117,5.4982236508205e-05,0.000168952871988463,0.00743392636749236,0.013516229759077,0.00506858615965388,5.4982236508205e-05,0.0175710986868001,5.4982236508205e-05,0.00827869072743467,0.000168952871988463,0.0224707319744655,5.4982236508205e-05,0.00625125626357312,0.00219638733585002,0.147495857245928,5.4982236508205e-05,0.00625125626357312,5.4982236508205e-05,0.0244981664383271,0.00185848159187309,0.0326079042937733,5.4982236508205e-05,0.0125025125271462,0.00168952871988463,5.4982236508205e-05,5.4982236508205e-05,5.4982236508205e-05,5.4982236508205e-05,5.4982236508205e-05,0.000168952871988463,0.000675811487953851,5.4982236508205e-05,5.4982236508205e-05,0.00692706775152697,5.4982236508205e-05,5.4982236508205e-05,5.4982236508205e-05,0.00253429307982694,5.4982236508205e-05,0.000337905743976925,5.4982236508205e-05,0.00692706775152697,0.00456172754368849,5.4982236508205e-05,0.000168952871988463,5.4982236508205e-05,0.000168952871988463,5.4982236508205e-05
"Sample_050",5.15382175705677e-05,0.0718910317440918,0.259219425033212,0.0701491785520544,5.15382175705677e-05,5.15382175705677e-05,0.0258110973001916,0.0378457193542686,0.0305616060057483,0.0435463298009367,0.00934266712092823,0.0323034591977857,0.000158350290185224,5.15382175705677e-05,0.00300865551351926,0.0923182191779857,0.0364205667426016,0.00728411334852032,0.0736328849361293,5.15382175705677e-05,5.15382175705677e-05,5.15382175705677e-05,0.00902596654055778,5.15382175705677e-05,5.15382175705677e-05,5.15382175705677e-05,0.0717326814539066,5.15382175705677e-05,0.0139348255362997,5.15382175705677e-05,0.0221690406259314,0.000633401160740897,5.15382175705677e-05,5.15382175705677e-05,0.0267611990413029,0.00269195493314881,5.15382175705677e-05,5.15382175705677e-05,0.000158350290185224,5.15382175705677e-05,5.15382175705677e-05,0.00285030522333404,5.15382175705677e-05,5.15382175705677e-05,5.15382175705677e-05,5.15382175705677e-05,0.000158350290185224,5.15382175705677e-05,0.00950101741111345,0.000633401160740897,5.15382175705677e-05,0.00126680232148179,5.15382175705677e-05,0.00174185319203747,0.026127797880562,5.15382175705677e-05,0.00126680232148179,5.15382175705677e-05,0.0144098764068554,5.15382175705677e-05
"Sample_051",0.479341957078091,0.0190342723448235,0.00120639754298177,0.0341812637178169,0.000938309200096935,0.0310982477746413,0.0320365569747382,0.0136725054871268,0.00134044171442419,0.00134044171442419,0.000402132514327258,0.00603198771490887,0.00951713617241177,0.0932947433239238,0.00991926868673903,0.000268088342884839,0.00361919262894532,4.35890557939914e-05,4.35890557939914e-05,0.0647433348066885,0.00160853005730903,0.0407494281184955,0.00375323680038774,0.00375323680038774,0.00160853005730903,0.00375323680038774,0.000938309200096935,0.0258705250883869,4.35890557939914e-05,0.00375323680038774,4.35890557939914e-05,0.000804265028654516,0.0349855287464714,0.0142086821728964,0.0107235337153935,0.0168895656017448,0.000670220857212096,0.000134044171442419,0.0183640514876114,0.00187661840019387,4.35890557939914e-05,0.000134044171442419,0.00509367851481193,4.35890557939914e-05,0.000938309200096935,0.000402132514327258,0.00107235337153935,4.35890557939914e-05,4.35890557939914e-05,4.35890557939914e-05,0.000134044171442419,0.000134044171442419,4.35890557939914e-05,0.000134044171442419,4.35890557939914e-05,0.000268088342884839,0.00254683925740597,0.00214470674307871,4.35890557939914e-05,4.35890557939914e-05
"Sample_053",0.36656662668951,0.081191292315001,0.0368442333112628,0.0431412477317332,0.0649798296580454,0.0184891061707428,0.0359063800997034,0.037916065553045,0.0213026658054211,0.0180871690800745,0.0164794207174012,0.0175512529591834,0.00951251114581695,0.00790476278314366,0.00884261599470308,0.0036174338160149,0.00348345478579212,0.0285375334374509,4.35773665862161e-05,0.000803874181336644,0.00870863696448031,0.0341646527068074,0.00991444823648527,4.35773665862161e-05,0.000937853211559418,4.35773665862161e-05,0.0164794207174012,4.35773665862161e-05,0.000937853211559418,4.35773665862161e-05,4.35773665862161e-05,0.000803874181336644,0.0108523014480447,0.019560938412525,0.0332267994952479,0.00388539187646044,0.00535916120891096,4.35773665862161e-05,0.0219725609565349,4.35773665862161e-05,4.35773665862161e-05,0.000133979030222774,0.00241162254400993,0.000937853211559418,0.000535916120891096,0.000401937090668322,0.00107183224178219,0.00227764351378716,4.35773665862161e-05,4.35773665862161e-05,4.35773665862161e-05,0.000803874181336644,4.35773665862161e-05,0.000535916120891096,4.35773665862161e-05,4.35773665862161e-05,0.00214366448356438,4.35773665862161e-05,4.35773665862161e-05,4.35773665862161e-05
"Sample_054",0.000183943120336214,0.00183943120336213,0.342134203825357,0.0172906533116041,0.461881175164232,0.00772561105412097,0.0027591468050432,0.0171067101912679,0.046537609445062,0.00515040736941398,0.000551829361008641,0.00496646424907776,0.000183943120336214,5.98747236551216e-05,0.00257520368470699,0.000735772481344854,0.00349491928638806,0.00919715601681068,5.98747236551216e-05,5.98747236551216e-05,0.000735772481344854,5.98747236551216e-05,0.000551829361008641,5.98747236551216e-05,5.98747236551216e-05,5.98747236551216e-05,0.00754166793378475,0.0228089469216905,0.00662195233210369,0.00588617985075883,5.98747236551216e-05,5.98747236551216e-05,0.000367886240672427,0.000183943120336214,0.0068058954524399,0.000367886240672427,5.98747236551216e-05,5.98747236551216e-05,0.000367886240672427,5.98747236551216e-05,0.000183943120336214,5.98747236551216e-05,5.98747236551216e-05,0.000367886240672427,5.98747236551216e-05,0.000735772481344854,5.98747236551216e-05,5.98747236551216e-05,5.98747236551216e-05,5.98747236551216e-05,5.98747236551216e-05,5.98747236551216e-05,5.98747236551216e-05,0.0126920753031987,5.98747236551216e-05,0.00754166793378475,0.000367886240672427,5.98747236551216e-05,5.98747236551216e-05,5.98747236551216e-05
"Sample_055",0.542233358330573,0.0400066772944824,0.0110018362559826,0.0861572371734745,0.000142880990337437,0.0371490574877336,0.0250041733090515,0.0250041733090515,0.00242897683573643,0.0135736940820565,0.0112875982366575,0.0218607915216279,0.00642964456518466,0.0167170758694801,0.00971590734294571,0.000857285942024622,0.00257185782607387,0.0185745287438668,4.64816933638444e-05,4.64816933638444e-05,0.0118591221980073,0.0175743618115047,0.0171457188404924,0.00457219169079798,4.64816933638444e-05,4.64816933638444e-05,0.0141452180434063,4.64816933638444e-05,0.000285761980674874,0.00914438338159597,4.64816933638444e-05,0.000285761980674874,0.00428642971012311,0.0172885998308299,0.0142880990337437,0.00285761980674874,4.64816933638444e-05,4.64816933638444e-05,0.00985878833328315,4.64816933638444e-05,4.64816933638444e-05,0.000142880990337437,4.64816933638444e-05,0.000571523961349748,0.00185745287438668,0.000285761980674874,0.000857285942024622,4.64816933638444e-05,4.64816933638444e-05,0.000142880990337437,4.64816933638444e-05,0.000571523961349748,4.64816933638444e-05,4.64816933638444e-05,4.64816933638444e-05,4.64816933638444e-05,4.64816933638444e-05,0.000285761980674874,4.64816933638444e-05,4.64816933638444e-05
"Sample_056",0.00117704583205915,0.0454003392365671,0.609205292792898,0.0484270285190049,5.47414519117399e-05,0.000168149404579878,0.0327891338930762,0.0159741934350884,0.0459047874503067,0.00134519523663902,0.00470818332823659,0.0121067571297512,5.47414519117399e-05,5.47414519117399e-05,0.00302668928243781,0.0879421385952762,0.00756672320609451,5.47414519117399e-05,0.0084074702289939,0.000168149404579878,5.47414519117399e-05,5.47414519117399e-05,0.000504448213739634,5.47414519117399e-05,5.47414519117399e-05,0.00521263154197622,0.0173193886717274,5.47414519117399e-05,0.0121067571297512,5.47414519117399e-05,5.47414519117399e-05,0.0156378946259287,0.000168149404579878,5.47414519117399e-05,5.47414519117399e-05,0.00117704583205915,5.47414519117399e-05,5.47414519117399e-05,5.47414519117399e-05,5.47414519117399e-05,5.47414519117399e-05,0.0184964345037866,0.000168149404579878,5.47414519117399e-05,5.47414519117399e-05,5.47414519117399e-05,5.47414519117399e-05,5.47414519117399e-05,5.47414519117399e-05,0.000168149404579878,5.47414519117399e-05,0.00168149404579878,5.47414519117399e-05,5.47414519117399e-05,5.47414519117399e-05,0.000504448213739634,0.00084074702289939,5.47414519117399e-05,5.47414519117399e-05,5.47414519117399e-05
