"","g__Turicibacter","g__Parabacteroides","g__.Ruminococcus.","g__Sutterella","f__Peptostreptococcaceae_g__","g__Ruminococcus","g__Veillonella","g__Bacteroides","g__Eggerthella","g__Faecalibacterium","g__Coprococcus","f__Lachnospiraceae_g__","g__Neisseria","g__Haemophilus","g__Blautia","f__Enterobacteriaceae_g__","g__Klebsiella","g__Dorea","g__Dialister","g__Anaerostipes","g__Phascolarctobacterium","g__Staphylococcus","g__Actinomyces","f__Gemellaceae_g__","g__Akkermansia","g__Oscillospira","o__Lactobacillales_g__","g__Adlercreutzia","g__Odoribacter","f__Clostridiaceae_g__","g__Prevotella","g__Roseburia","g__Lachnospira","o__Clostridiales_g__","g__Granulicatella","f__Erysipelotrichaceae_g__","f__Ruminococcaceae_g__","g__Clostridium","g__Streptococcus","g__Aggregatibacter","g__Fusobacterium","g__Conchiformibius","g__Bifidobacterium","g__Collinsella","g__Holdemania","g__.Eubacterium.","f__Rikenellaceae_g__","g__Bilophila"
"1939.SKBTI.0966",5.77382591470727e-06,0.0785863859072378,0.0160744880264805,0.0006969967707959,0.00034849838539795,0.000914808261669619,0.00113261975254334,0.460889114688789,2.23807621854642e-06,0.0307114202131944,0.000130686894524231,0.0830733026192364,1.47904758437398e-06,0.0006969967707959,0.00779765137327914,0.262985594080928,4.35622981747438e-05,7.17708632378597e-06,7.50542700106231e-06,3.57439414019324e-06,0.00148111813794129,0.000392060683572694,2.44603666797122e-06,0.000871245963494876,7.39678638080932e-06,0.0013939935415918,4.43714275312193e-06,1.2012012012012e-06,2.4024024024024e-06,0.000827683665320132,4.35622981747438e-05,0.000958370559844363,5.77382591470727e-06,0.0149418682739371,0.000435622981747438,0.0179912291461692,0.00901739572217196,2.96795521583884e-06,0.0027879870831836,6.80471514415527e-06,0.000609872174446413,5.15500709804824e-06,0.00117618205071808,1.70681175441867e-06,2.96795521583884e-06,0.0006969967707959,0.000827683665320132,0.0013939935415918
"1939.SKBTI.0972",5.77382591470727e-06,0.101724088877064,0.00827255268233392,0.0591975062667393,0.000440364021112832,0.00110091005278208,6.29091458732618e-05,0.46577931604563,6.29091458732618e-05,0.17579960814283,0.00654255117081922,0.0540389563051319,1.47904758437398e-06,0.00106945547984545,0.010568736506708,0.00248491126199384,3.00765795988247e-06,0.00434073106525506,9.43637188098927e-05,0.00264218412667699,1.70681175441867e-06,0.000377454875239571,6.29091458732618e-05,0.000471818594049463,0.00487545880517779,0.00138400120921176,3.14545729366309e-05,1.2012012012012e-06,0.000251636583493047,3.57439414019324e-06,0.0101283724855951,0.0136198300815612,0.016450741645858,0.0242200211612058,0.000251636583493047,0.0130536477687018,0.0140287395297374,0.000471818594049463,0.0012267283445286,0.000251636583493047,0.000220182010556416,5.15500709804824e-06,0.00166709236564144,0.000471818594049463,0.000377454875239571,5.77382591470727e-06,0.000220182010556416,0.00163563779270481
"1939.SKBTI.0983",0.000897524030483384,0.012198167505206,0.0270073140081818,0.0141156052066932,0.00085672748364323,0.000693541296282615,0.00110150676468415,0.275988639373641,2.23807621854642e-06,0.082735396991832,0.00289655482565092,0.0347994544546512,1.47904758437398e-06,0.0243147419167317,0.00660904058810492,0.330248046671045,3.00765795988247e-06,0.00310053755985169,0.023335624792568,0.000611948202602307,1.70681175441867e-06,1.47904758437398e-06,2.44603666797122e-06,0.000489558562081846,7.39678638080932e-06,0.0146459603156152,4.43714275312193e-06,1.2012012012012e-06,0.000693541296282615,0.0315765272542791,0.000122389640520461,0.0206022561542777,5.77382591470727e-06,0.0201942906858761,4.07965468401538e-05,0.00738417497806784,0.025987400337178,0.0191743770148723,0.00248858935724938,0.00277416518513046,0.00632346476022384,4.07965468401538e-05,0.000979117124163692,1.70681175441867e-06,2.96795521583884e-06,0.000897524030483384,0.00301894446617138,0.00101991367100385
"1939.SKBTI.0992",5.77382591470727e-06,0.000233546619040433,0.0028609460832453,5.83866547601083e-05,0.00035031992856065,4.15049039640376e-06,0.000467093238080866,0.296020339633749,2.23807621854642e-06,0.00216030622612401,0.000116773309520217,0.00204353291660379,0.00759026511881407,0.432703498427162,0.000467093238080866,0.101417619318308,0.000116773309520217,0.000233546619040433,0.000583866547601082,3.57439414019324e-06,1.70681175441867e-06,1.47904758437398e-06,5.83866547601083e-05,0.0262156079872886,7.39678638080932e-06,4.74317530046191e-06,4.43714275312193e-06,1.2012012012012e-06,2.4024024024024e-06,0.000583866547601082,4.43964810666084e-06,0.00035031992856065,0.00128450640472238,0.00145966636900271,0.00169321298804314,0.00105095978568195,0.00134289305948249,2.96795521583884e-06,0.00688962526169277,0.0761945844619413,0.029660420618135,0.0056635055117305,5.83866547601083e-05,1.70681175441867e-06,2.96795521583884e-06,5.77382591470727e-06,8.75138002531168e-06,4.43964810666084e-06
"1939.SKBTI.0998",5.77382591470727e-06,0.0258671736182457,0.00386251913756609,7.80306896477999e-05,2.95809516874795e-06,0.0023019053446101,0.0017166751722516,0.542469354431505,0.000507199482710699,0.106355829989951,0.0184932734465286,0.106160753265832,1.47904758437398e-06,0.0024579667239057,0.00936368275773598,0.00515002551675479,3.00765795988247e-06,0.0031602429307359,0.014045524136604,3.57439414019324e-06,1.70681175441867e-06,1.47904758437398e-06,2.44603666797122e-06,1.2012012012012e-06,3.90153448238999e-05,0.000663260862006299,4.43714275312193e-06,1.2012012012012e-06,3.90153448238999e-05,3.57439414019324e-06,4.43964810666084e-06,0.000429168793062899,0.0536851144776863,0.0767821986134351,6.32769681570826e-06,0.0014045524136604,0.0212633629290255,7.80306896477999e-05,0.0001950767241195,6.80471514415527e-06,0.000351138103415099,5.15500709804824e-06,5.77382591470727e-06,1.70681175441867e-06,0.0002731074137673,0.000351138103415099,1.26809473643139e-05,0.0023799360342579
"1939.SKBTI.1229",0.000128673386190839,0.0269111196261982,0.00847406157628237,0.000937477527961824,0.00141540724809922,0.0947955217980221,0.00172789975741983,0.510355413457492,0.000330874421633585,0.0118195696172442,0.0027940506715725,0.0538406211647095,1.47904758437398e-06,0.0664506130114117,0.0206061237028472,0.0221685862494502,0.014319509691809,0.00367638246259539,1.83819123129769e-05,1.83819123129769e-05,0.00792260420689306,3.67638246259539e-05,0.000220582947755723,9.19095615648847e-05,1.83819123129769e-05,0.00595573958940453,1.83819123129769e-05,3.67638246259539e-05,2.4024024024024e-06,0.0353300354655417,0.000772040317145032,0.00898875512104572,0.00643366930954193,0.00742629257444269,0.000349256333946562,0.00641528739722895,0.0516164097748393,0.000330874421633585,0.0113967856340457,0.000147055298503816,0.00124997003728243,1.83819123129769e-05,0.000147055298503816,1.70681175441867e-06,0.00117644238803052,0.00987108691206862,5.51457369389308e-05,0.00318007083014501
"1939.SKBTI.0971",6.94726491524337e-06,0.069192584497147,0.0210335196617833,0.00068401689957019,0.00027788186545039,0.000299257393561958,0.000128253168669411,0.431229904122782,0.000427510562231369,0.0692139600252586,6.41265843347053e-05,0.106877640557842,1.47904758437398e-06,0.00145353591158665,0.0105167598308917,0.223523897462671,6.41265843347053e-05,0.000106877640557842,4.27510562231369e-05,3.57439414019324e-06,0.00258643890149978,1.47904758437398e-06,2.44603666797122e-06,1.2012012012012e-06,2.13755281115684e-05,0.00386897058819389,4.43714275312193e-06,1.2012012012012e-06,6.41265843347053e-05,0.000897772180685874,8.55021124462737e-05,0.000470261618454505,2.13755281115684e-05,0.0299043638280842,6.94726491524337e-06,0.0185539584008414,0.00393309717252859,6.41265843347053e-05,6.41265843347053e-05,4.27510562231369e-05,8.55021124462737e-05,8.55021124462737e-05,0.000213755281115684,1.70681175441867e-06,0.000384759506008232,0.000299257393561958,8.55021124462737e-05,0.00309945157617742
"1939.SKBTI.0985",5.77382591470727e-06,0.019777844960569,0.0918118587140139,0.0488629110790528,0.0072389497894893,0.00345789119408641,0.00048475110197473,0.313860180158572,3.23167401316487e-05,0.242052383586049,0.00504141146053719,0.103639785602197,3.23167401316487e-05,0.00584932996382841,0.00656029824672468,0.00336094097369146,6.46334802632973e-05,0.00294082335198003,0.00830540221383371,0.00164815374671408,6.46334802632973e-05,1.47904758437398e-06,2.44603666797122e-06,0.000129266960526595,1.05031832724687e-05,0.000840235243422866,3.23167401316487e-05,1.2012012012012e-06,0.000129266960526595,0.0023268052894787,0.000193900440789892,0.0524823859737974,6.46334802632973e-05,0.0145425330592419,0.000129266960526595,0.0244314555395264,0.0141870489177938,0.00138961982566089,0.00200363788816222,3.23167401316487e-05,0.00048475110197473,9.6950220394946e-05,0.000355484141448135,1.70681175441867e-06,3.23167401316487e-05,0.0193900440789892,0.00155120352631914,6.46334802632973e-05
"1939.SKBTI.0995",6.09150375798924e-06,0.0371092555308571,0.0759240374522738,0.00378589374607734,1.87420482479076e-05,0.00161181614932006,0.00378589374607734,0.522547047199913,0.00071219783342049,0.142027241622644,1.87420482479076e-05,0.0398081104785558,1.47904758437398e-06,0.0236524648888594,0.00194917301778239,0.000412325061453968,7.49681929916305e-05,6.09150375798924e-06,7.49681929916305e-05,3.57439414019324e-06,0.0155746420940112,1.47904758437398e-06,1.87420482479076e-05,0.010757935694299,1.87420482479076e-05,0.00558513037787647,6.09150375798924e-06,1.2012012012012e-06,9.37102412395381e-05,3.57439414019324e-06,6.09150375798924e-06,6.09150375798924e-06,6.09150375798924e-06,0.00108703879837864,5.62261447437229e-05,0.0546330706426507,0.00312992205740057,2.96795521583884e-06,0.000637229640428859,0.00078716602641212,0.0247020195907423,0.00849014785630216,1.87420482479076e-05,1.70681175441867e-06,2.96795521583884e-06,0.00266137085120288,0.000243646627222799,0.0179361401732476
"1939.SKBTI.1024",5.77382591470727e-06,5.33669795452917e-05,0.049951492854393,0.000160100938635875,0.00117407354999642,4.15049039640376e-06,0.0229478012044754,0.449830270587264,0.000800504693179376,0.0894964246974542,0.000640403754543501,0.0419998129021446,0.000266834897726459,0.00314865179317221,0.00859208370679197,0.082131781520204,5.33669795452917e-05,0.0457888684498603,5.33669795452917e-05,3.57439414019324e-06,1.70681175441867e-06,1.47904758437398e-06,0.000213467918181167,1.2012012012012e-06,7.39678638080932e-06,0.00592373472952738,4.43714275312193e-06,1.2012012012012e-06,2.4024024024024e-06,0.0045361932613498,0.000106733959090583,0.000640403754543501,0.00357558762953455,0.148787138972273,0.000426935836362334,0.0156898919863158,0.0172375343931292,2.96795521583884e-06,0.001280807509087,0.000587036774998209,8.27656458903673e-06,5.15500709804824e-06,5.77382591470727e-06,5.33669795452917e-05,2.96795521583884e-06,0.00357558762953455,0.000213467918181167,4.43964810666084e-06
"1939.SKBTI.1029",8.1640191332862e-05,0.150109098464022,0.0518687348934783,0.0105043712848282,0.00429971674353073,0.00111574928154911,0.0140965397034742,0.395056885859719,0.00095246889888339,0.106594876483607,0.00740204401417949,0.0737755195677963,1.47904758437398e-06,0.0392961454282176,0.000979682295994344,0.0060958009528537,2.7213397110954e-05,0.00601416076152083,0.00163280382665724,0.00223149856309823,2.7213397110954e-05,1.47904758437398e-06,2.44603666797122e-06,0.000108853588443816,8.84474078105865e-06,0.00103410909021625,4.43714275312193e-06,1.2012012012012e-06,2.7213397110954e-05,0.00122460286999293,4.43964810666084e-06,0.015375569367689,0.000108853588443816,0.0188316708007802,8.84474078105865e-06,0.0348331483020211,0.0186411770210035,5.4426794221908e-05,0.000843615310439574,0.00027213397110954,0.0197024995083307,2.7213397110954e-05,0.00149673684110247,1.70681175441867e-06,0.00106132248732721,0.0126270162594827,8.84474078105865e-06,0.00152395023821342
"1939.SKBTI.1034",5.77382591470727e-06,0.039625841932202,0.0226618377063247,0.0234819804042678,4.31654051549041e-05,0.000129496215464712,0.00151078918042164,0.630603403907994,0.000302157836084329,0.0596114245189226,0.00185611242166088,0.102129348596503,1.47904758437398e-06,0.0358272862785704,0.0221870182496207,0.000172661620619616,3.00765795988247e-06,0.00479135997219436,7.50542700106231e-06,3.57439414019324e-06,0.00297841295568838,1.47904758437398e-06,0.000431654051549041,1.2012012012012e-06,7.39678638080932e-06,0.0031942399814629,4.43714275312193e-06,1.2012012012012e-06,4.31654051549041e-05,3.57439414019324e-06,4.43964810666084e-06,0.00021582702577452,0.000302157836084329,0.012604298305232,8.63308103098082e-05,0.00168345080104126,0.00414387889487079,2.96795521583884e-06,0.000474819456703945,0.00021582702577452,8.27656458903673e-06,5.15500709804824e-06,4.31654051549041e-05,1.70681175441867e-06,0.00021582702577452,5.77382591470727e-06,0.028359671186772,4.43964810666084e-06
"1939.SKBTI.1035",5.77382591470727e-06,0.0330570227180295,0.0139808836683395,0.0290491693997722,2.95809516874795e-06,6.21372607481757e-05,0.00264083358179747,0.589434055457195,9.32058911222636e-05,0.0799706545829022,0.00111847069346716,0.0861843806577197,1.47904758437398e-06,0.103303195993842,0.0129245502356206,0.000124274521496351,3.00765795988247e-06,0.00273403947291973,1.00981854337559e-05,3.57439414019324e-06,0.00217480412618615,1.47904758437398e-06,0.00136701973645987,1.2012012012012e-06,1.00981854337559e-05,0.00242335316917885,4.43714275312193e-06,1.2012012012012e-06,2.4024024024024e-06,3.57439414019324e-06,6.21372607481757e-05,9.32058911222636e-05,0.000124274521496351,0.016621717250137,0.000403892194863142,0.00130488247571169,0.00484670633835771,2.96795521583884e-06,0.00142915699720804,0.000403892194863142,1.00981854337559e-05,5.15500709804824e-06,5.77382591470727e-06,1.70681175441867e-06,0.000248549042992703,5.77382591470727e-06,0.0137323346253468,4.43964810666084e-06
"1939.SKBTI.1052",5.77382591470727e-06,0.0290993596179409,0.015840117042582,0.0446491282829603,0.00154852468033388,0.00625862058301611,0.00132269816445186,0.581825887704616,0.000258087446722314,0.0674898673178851,0.00919436528948243,0.0820718080576958,9.67827925208677e-05,0.00125817630277128,0.00774262340166942,0.000451653031764049,3.00765795988247e-06,0.0044842693868002,3.22609308402892e-05,0.00316157122234834,1.70681175441867e-06,1.47904758437398e-06,2.44603666797122e-06,0.000161304654201446,3.22609308402892e-05,0.00464557404100165,4.43714275312193e-06,1.2012012012012e-06,2.4024024024024e-06,0.000290348377562603,3.22609308402892e-05,0.0127753286127545,0.00319383215318863,0.0594891564694933,6.45218616805785e-05,0.0204534301527434,0.0334868462122202,0.000387131170083471,0.000935566994368388,6.80471514415527e-06,0.000548435824284917,5.15500709804824e-06,5.77382591470727e-06,3.22609308402892e-05,0.000387131170083471,0.000871045132687809,0.00438748659427934,0.00100008885604897
"1939.SKBTI.1254",6.26168044236364e-06,0.00957520106651287,0.0607842240741411,0.262229500435225,0.00146421585725348,0.0211155339414449,0.0058183314327704,0.167671981653645,3.85319962435126e-05,0.0189770081499299,0.00400732760932531,0.0956556806745199,0.0128311547490897,0.148194057552549,0.00433484957739516,0.00348714566003789,5.77979943652689e-05,0.00235045177085427,3.85319962435126e-05,3.57439414019324e-06,1.92659981217563e-05,3.85319962435126e-05,0.000134861986852294,0.000231191977461075,6.26168044236364e-06,0.0019843978065409,6.26168044236364e-06,1.2012012012012e-06,2.4024024024024e-06,9.63299906087814e-05,6.26168044236364e-06,0.0254311175207183,0.00052018194928742,0.0371255783806244,0.00267797373892412,0.0148540845518741,0.00959446706463463,2.96795521583884e-06,0.00577979943652689,0.00273577173328939,0.0191696681311475,5.77979943652689e-05,0.000173393983095807,1.70681175441867e-06,0.00104036389857484,0.0563915765023806,0.00209999379527143,0.00117522588542713
"1939.SKBTI.1033",5.77382591470727e-06,0.000633481370815816,0.0149599062184966,0.000341105353516209,4.87293362166013e-05,0.000974586724332025,0.000341105353516209,0.0254367135050659,2.23807621854642e-06,0.0360109794640683,0.0978485071229353,0.15900382407477,1.47904758437398e-06,0.000536022698382614,9.74586724332025e-05,0.464634220825293,3.00765795988247e-06,0.00160806809514784,0.000292376017299608,3.57439414019324e-06,4.87293362166013e-05,1.47904758437398e-06,2.44603666797122e-06,1.2012012012012e-06,7.39678638080932e-06,4.74317530046191e-06,4.43714275312193e-06,1.2012012012012e-06,4.87293362166013e-05,3.57439414019324e-06,4.43964810666084e-06,0.00229027880218026,0.00350851220759529,0.0626171970383326,6.32769681570826e-06,0.115537256169562,0.00350851220759529,2.96795521583884e-06,4.87293362166013e-05,6.80471514415527e-06,0.000828398715682221,5.15500709804824e-06,0.00687083640654078,0.00160806809514784,4.87293362166013e-05,5.77382591470727e-06,0.000146188008649804,4.87293362166013e-05
"1939.SKBTI.1048",0.000107989191513267,0.021453852713969,0.0045715424407283,0.052788716451402,0.000161983787269901,0.00404959468174751,3.5996397171089e-05,0.61001294465986,2.23807621854642e-06,0.0715248411789539,0.00300569916378593,0.0720467889379346,1.47904758437398e-06,0.000647935149079602,0.00415758387326078,0.000215978383026534,3.00765795988247e-06,0.00170982886562673,1.79981985855445e-05,0.00019798018444099,1.70681175441867e-06,1.47904758437398e-06,1.79981985855445e-05,1.2012012012012e-06,0.000485951361809702,0.0221377842602197,5.84963732248601e-06,0.00106189371654713,0.00217778202885088,3.57439414019324e-06,5.84963732248601e-06,0.00449954964638613,0.00289770997227266,0.0453554604355721,0.00019798018444099,0.00529147038415008,0.0332066763903296,0.000377962170296435,0.00055794415615188,7.1992794342178e-05,5.84963732248601e-06,5.84963732248601e-06,3.5996397171089e-05,5.39945957566335e-05,0.000989900922204948,0.00035996397171089,0.0285811393538447,0.0048955100152681
"1939.SKBTI.1258",5.77382591470727e-06,0.0297436670802373,0.0220965658279192,0.0232969828849691,0.000266759346011096,0.000666898365027741,0.000311219237012946,0.646357895384887,0.000489058801020344,0.059931933070493,0.00382355062615905,0.031299763265302,1.47904758437398e-06,0.00213407476808877,0.0136047266465659,0.00315665226113131,3.00765795988247e-06,0.00529072702922008,0.00146717640306103,3.57439414019324e-06,0.000222299455009247,1.47904758437398e-06,0.000400139019016645,1.2012012012012e-06,0.000711358256029591,0.023919421358995,4.43714275312193e-06,1.2012012012012e-06,0.00915873754638098,4.44598910018494e-05,4.43964810666084e-06,0.00337895171614056,5.77382591470727e-06,0.0275206725301448,6.32769681570826e-06,0.00409030997217015,0.0168947585807028,2.96795521583884e-06,0.000978117602040687,0.00080027803803329,0.00489058801020344,5.15500709804824e-06,5.77382591470727e-06,0.000533518692022193,0.00222299455009247,0.000400139019016645,0.0576200187383968,0.00222299455009247
"1939.SKBTI.1282",5.77382591470727e-06,0.010066892389481,2.34767219272583e-05,0.0336234205808665,2.95809516874795e-06,4.15049039640376e-06,0.0020133784778962,0.0873806259406949,2.23807621854642e-06,0.0179190684532761,6.63908891272152e-06,0.0179190684532761,1.47904758437398e-06,0.014294987193063,0.00140936493452734,0.789244363335309,0.00322140556463391,7.17708632378597e-06,7.50542700106231e-06,3.57439414019324e-06,1.70681175441867e-06,1.47904758437398e-06,2.44603666797122e-06,1.2012012012012e-06,7.39678638080932e-06,0.000402675695579239,4.43714275312193e-06,1.2012012012012e-06,2.4024024024024e-06,3.57439414019324e-06,0.000604013543368859,0.000805351391158479,5.77382591470727e-06,2.45440471245705e-05,6.32769681570826e-06,0.00120802708673772,0.000805351391158479,2.96795521583884e-06,0.012684284410746,0.00543612189031973,0.000604013543368859,5.15500709804824e-06,5.77382591470727e-06,1.70681175441867e-06,2.96795521583884e-06,5.77382591470727e-06,0.00020133784778962,4.43964810666084e-06
"1939.SKBTI.1283",5.77382591470727e-06,0.0267975002791417,0.0745889724339482,0.00299913883938068,2.95809516874795e-06,0.000467398260682704,0.00416763449108744,0.442781952286748,0.00019474927528446,0.186414006302285,0.0219287683970302,0.124600586326998,1.47904758437398e-06,0.0104385611552471,0.00350548695512028,0.0053750799978511,3.00765795988247e-06,0.0101659121698488,7.7899710113784e-05,3.57439414019324e-06,1.70681175441867e-06,1.47904758437398e-06,2.44603666797122e-06,3.8949855056892e-05,7.39678638080932e-06,0.00479083217199772,3.8949855056892e-05,1.2012012012012e-06,0.000623197680910272,3.57439414019324e-06,3.8949855056892e-05,0.000311598840455136,5.77382591470727e-06,0.0252784559319229,7.7899710113784e-05,0.0102438118799626,0.018384331586853,7.7899710113784e-05,0.00112954579664987,0.000155799420227568,0.00222014173824284,0.00370023623040474,0.00260964028881176,0.00860791796757313,3.8949855056892e-05,0.000233699130341352,0.00038949855056892,0.00646567593944407
"1939.SKBTI.1295",5.77382591470727e-06,0.00114181661715539,0.00616580973263908,0.000456726646862154,2.95809516874795e-06,0.000114181661715539,0.00313999569717731,0.122973649667635,2.23807621854642e-06,0.0389930374758564,5.70908308577693e-05,0.00211236074173746,1.47904758437398e-06,0.0171272492573308,0.000456726646862154,0.693539413260181,3.00765795988247e-06,0.000913453293724309,0.000627999139435462,3.57439414019324e-06,5.70908308577693e-05,1.47904758437398e-06,0.000342544985146616,0.00165563409487531,7.39678638080932e-06,4.74317530046191e-06,0.00188399741830639,1.2012012012012e-06,2.4024024024024e-06,3.57439414019324e-06,5.70908308577693e-05,5.70908308577693e-05,5.70908308577693e-05,0.000285454154288846,0.00119890744801315,0.000114181661715539,0.00234072406516854,0.0834667947140587,0.0144439802070156,0.000228363323431077,0.00416763065261716,5.15500709804824e-06,0.000856362462866539,1.70681175441867e-06,2.96795521583884e-06,5.70908308577693e-05,0.000856362462866539,4.43964810666084e-06
"1939.SKBTI.1296",5.77382591470727e-06,7.87601933865671e-06,0.00433369235855053,7.34524128567887e-05,2.95809516874795e-06,4.15049039640376e-06,0.00418678753283696,0.0741869369853566,2.23807621854642e-06,0.01806929356277,6.63908891272152e-06,0.000954881367138253,1.47904758437398e-06,0.0101364329742368,1.12786521143135e-05,0.832142385254559,3.00765795988247e-06,7.17708632378597e-06,7.50542700106231e-06,3.57439414019324e-06,1.70681175441867e-06,0.000367262064283943,2.44603666797122e-06,0.000440714477140732,7.39678638080932e-06,4.74317530046191e-06,0.00058761930285431,1.2012012012012e-06,2.4024024024024e-06,3.57439414019324e-06,4.43964810666084e-06,7.34524128567887e-05,5.77382591470727e-06,2.38759917719659e-05,0.000146904825713577,2.38759917719659e-05,0.00110178619285183,0.0439979953012164,0.00675762198282456,0.0013221434314222,0.00058761930285431,0.000293809651427155,5.77382591470727e-06,1.70681175441867e-06,2.96795521583884e-06,5.77382591470727e-06,7.34524128567887e-05,4.43964810666084e-06
"1939.SKBTI.1308",5.77382591470727e-06,0.040812387818584,0.0300825005320405,0.0617730978667155,2.95809516874795e-06,0.000942677436027077,0.000415887104129593,0.551272219427246,0.000443612911071565,0.0158037099569245,0.00097040324296905,0.0690372592855124,1.47904758437398e-06,0.017328629338733,0.0176336132150947,0.0355167586926672,5.54516138839457e-05,0.00141401615404062,2.77258069419728e-05,3.57439414019324e-06,0.0106744356726595,1.47904758437398e-06,2.77258069419728e-05,1.2012012012012e-06,2.77258069419728e-05,0.00266167746642939,4.43714275312193e-06,1.2012012012012e-06,0.0115616614948027,3.57439414019324e-06,4.43964810666084e-06,0.0239828230048065,5.77382591470727e-06,0.00668191947301545,5.54516138839457e-05,0.0200180326121044,0.0217370326425067,0.000249532262477756,0.00108130647073694,0.000748596787433267,0.023483758479851,5.15500709804824e-06,0.000859500015201158,0.0025507742386615,0.00105358066379497,0.000138629034709864,0.0271158391892494,0.00171900003040232
"1939.SKBTI.1324",5.77382591470727e-06,0.000132839529207145,0.000177119372276193,0.0291804165825028,2.95809516874795e-06,4.15049039640376e-06,0.000354238744552387,0.182122994542996,2.23807621854642e-06,0.0116898785702288,6.63908891272152e-06,0.00194831309503813,1.47904758437398e-06,0.00340954791631672,0.000132839529207145,0.763163095295048,3.00765795988247e-06,7.17708632378597e-06,4.42798430690483e-05,3.57439414019324e-06,1.70681175441867e-06,1.47904758437398e-06,0.000177119372276193,0.000221399215345242,0.000354238744552387,4.74317530046191e-06,0.00026567905841429,1.2012012012012e-06,2.4024024024024e-06,3.57439414019324e-06,4.43964810666084e-06,4.42798430690483e-05,5.77382591470727e-06,1.43926309729419e-05,0.000487078273759532,1.43926309729419e-05,0.000221399215345242,2.96795521583884e-06,0.00309958901483338,0.00247967121186671,8.27656458903673e-06,4.42798430690483e-05,5.77382591470727e-06,4.42798430690483e-05,2.96795521583884e-06,5.77382591470727e-06,4.42798430690483e-05,4.42798430690483e-05
"1939.SKBTI.1332",5.77382591470727e-06,0.00268666907548745,0.00220690674057898,9.59524669816947e-05,2.95809516874795e-06,0.000479762334908473,0.000335833634435931,0.0167437054883057,0.000335833634435931,0.0027346453089783,0.000383809867926779,0.0018230968726522,1.47904758437398e-06,0.00115142960378034,0.00139131077123457,0.912028198661008,0.0202939467666284,7.17708632378597e-06,4.79762334908473e-05,3.57439414019324e-06,1.70681175441867e-06,0.000143928700472542,0.000191904933963389,1.2012012012012e-06,4.79762334908473e-05,4.74317530046191e-06,4.43714275312193e-06,1.2012012012012e-06,0.000191904933963389,3.57439414019324e-06,9.59524669816947e-05,0.00100750090330779,0.000671667268871863,0.00124738207076203,6.32769681570826e-06,0.00100750090330779,0.00196702557312474,0.000239881167454237,4.74317530046191e-06,6.80471514415527e-06,0.000575714801890168,0.0293134786629077,0.000479762334908473,1.70681175441867e-06,2.96795521583884e-06,5.77382591470727e-06,8.75138002531168e-06,4.43964810666084e-06
"1939.SKBTI.1333",5.77382591470727e-06,0.000873654987061819,0.0010556664426997,7.28045822551515e-05,2.95809516874795e-06,4.15049039640376e-06,0.000291218329020606,0.0120491583632276,2.23807621854642e-06,0.000145609164510303,6.63908891272152e-06,0.00196572372088909,1.47904758437398e-06,3.64022911275758e-05,7.28045822551515e-05,0.914243541669066,0.0179099272347673,0.000400425202403333,7.50542700106231e-06,3.57439414019324e-06,0.000291218329020606,1.47904758437398e-06,2.44603666797122e-06,1.2012012012012e-06,7.39678638080932e-06,0.000618838949168788,3.64022911275758e-05,1.2012012012012e-06,2.4024024024024e-06,3.57439414019324e-06,4.43964810666084e-06,1.18319499053444e-05,3.64022911275758e-05,0.000327620620148182,6.32769681570826e-06,0.000364022911275758,0.000436827493530909,2.96795521583884e-06,7.28045822551515e-05,0.000182011455637879,0.0034582176571197,0.0448476226691734,5.77382591470727e-06,1.70681175441867e-06,2.96795521583884e-06,7.28045822551515e-05,1.18319499053444e-05,3.64022911275758e-05
"1939.SKBTI.1336",0.000197704866250745,0.00197704866250745,0.00299852380480296,0.0181229460729849,2.95809516874795e-06,3.29508110417908e-05,0.00171344217417312,0.315240409236812,2.23807621854642e-06,0.0240870428715491,9.88524331253724e-05,0.0152232747013073,3.29508110417908e-05,0.139414881517817,0.000263606488334326,0.128738818740277,3.00765795988247e-06,0.000230655677292535,0.0164095038988118,3.57439414019324e-06,1.70681175441867e-06,1.47904758437398e-06,2.44603666797122e-06,1.2012012012012e-06,1.0709813484479e-05,0.000560163787710443,4.43714275312193e-06,1.2012012012012e-06,0.00207590109563282,3.57439414019324e-06,0.000197704866250745,1.0709813484479e-05,5.77382591470727e-06,0.00131803244167163,0.000724917842919397,0.000329508110417908,0.001416884874797,2.96795521583884e-06,0.000395409732501489,0.00131803244167163,0.31115450866763,5.15500709804824e-06,5.77382591470727e-06,0.000164754055208954,6.59016220835816e-05,5.77382591470727e-06,0.00042836054354328,0.0149926190240148
